"subject","item","reading_time","ambiguity","group","gap_filling","ambiguity_G","group_G","gap_filling_G"
"Native 24",20,6380,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 24",17,5225,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 24",26,8839,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 24",29,7365,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 24",13,6341,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 24",23,5084,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 24",16,4323,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 25",30,14577,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 25",22,8516,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 25",18,11084,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 25",27,5244,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 25",13,8698,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 25",28,9982,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 25",19,8979,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 25",21,9479,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 25",24,7365,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 25",16,5045,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 25",15,6905,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 25",25,8491,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 26",29,2624,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 26",15,4658,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 26",14,2849,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 26",30,4924,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 26",24,3977,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 26",20,4187,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 26",18,4125,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 26",23,4462,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 26",21,4943,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 26",17,4481,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 26",27,3513,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 26",26,4173,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 27",17,2896,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 27",13,6631,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 27",16,4043,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 27",20,6457,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 27",28,3600,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 27",22,4223,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 27",23,4825,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 27",14,2417,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 27",19,3458,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 27",25,8230,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 27",26,2422,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 27",29,3620,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 28",24,5383,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 28",28,10241,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 28",30,14297,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 28",19,12125,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 28",18,11288,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 28",25,4577,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 28",16,6207,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 28",22,6830,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 28",27,5675,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 28",15,9161,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 28",13,10224,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 28",21,4927,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 29",23,3211,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 29",15,3568,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 29",20,4103,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 29",17,2566,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 29",27,3098,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 29",14,3906,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 29",21,5134,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 29",24,3647,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 29",30,2701,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 29",29,3630,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 29",18,2103,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 29",26,2153,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 30",14,10756,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 30",17,6909,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 30",23,9135,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 30",26,5068,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 30",25,5495,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 30",29,18364,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 30",28,5319,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 30",16,3291,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 30",20,4011,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 30",13,7526,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 30",19,8335,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 30",22,6574,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 31",13,4741,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 31",27,5449,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 31",24,6471,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 31",19,8227,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 31",18,8240,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 31",30,7540,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 31",21,5056,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 31",22,4746,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 31",28,4547,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 31",15,4263,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 31",16,6860,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 31",25,3455,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 32",17,7724,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 32",24,6793,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 32",14,4183,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 32",21,4518,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 32",27,4163,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 32",23,4339,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 32",30,5297,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 32",18,5565,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 32",29,3679,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 32",15,3691,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 32",20,5454,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 32",26,3597,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 33",17,5731,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 33",19,5776,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 33",23,4828,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 33",20,5148,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 33",22,5278,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 33",25,6379,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 33",16,4147,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 33",14,6289,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 33",28,6324,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 33",29,7301,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 33",13,4776,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 33",26,5701,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 34",19,5767,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 34",13,5498,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 34",27,3468,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 34",25,6678,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 34",24,8421,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 34",30,6017,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 34",16,7478,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 34",21,6468,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 34",22,5845,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 34",28,4053,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 34",18,2918,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 34",15,7735,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 35",15,6888,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 35",17,6169,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 35",21,5712,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 35",26,7014,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 35",23,9156,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 35",20,6655,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 35",18,11808,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 35",29,5507,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 35",30,5880,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 35",27,6814,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 35",14,7151,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 35",24,7498,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 36",17,2648,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 36",16,2355,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 36",26,7856,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 36",29,2226,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 36",23,2959,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 36",25,2348,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 36",20,4759,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 36",14,3928,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 36",28,4792,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 36",13,2844,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 36",19,5217,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 36",22,3043,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 37",15,8240,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 37",27,4802,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 37",21,7510,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 37",22,4442,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 37",13,8584,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 37",16,8622,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 37",25,10304,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 37",30,6690,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 37",24,19298,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 37",28,5158,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 37",19,5507,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 37",18,3985,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 38",18,4322,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 38",27,4556,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 38",14,6488,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 38",15,4461,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 38",29,7625,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 38",20,7570,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 38",30,7760,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 38",21,4937,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 38",23,12742,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 38",26,5623,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 38",24,5527,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 38",17,5878,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 39",16,4763,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 39",17,4298,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 39",19,5910,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 39",23,9647,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 39",28,8416,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 39",26,3190,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 39",14,2611,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 39",25,6968,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 39",20,5203,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 39",29,4336,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 39",13,2248,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 39",22,5489,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 40",21,4331,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 40",14,7155,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 40",15,8242,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 40",26,6255,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 40",29,8917,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 40",18,5297,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 40",20,7869,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 40",27,7284,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 40",23,5745,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 40",17,8867,0.5,-0.5,0.5,"Ambiguous","Native","Preposition_Gap_Filling"
"Native 40",30,4770,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Native 40",24,5569,-0.5,-0.5,0.5,"Unambiguous","Native","Preposition_Gap_Filling"
"Non-Native 1",25,6909,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 1",17,8185,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 1",28,5109,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 1",20,6145,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 1",22,10139,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 1",26,6925,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 1",14,4602,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 1",29,9037,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 1",16,4665,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 1",19,7182,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 1",23,6544,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 1",13,5686,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 2",19,7466,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 2",15,6155,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 2",30,7427,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 2",13,6847,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 2",28,6508,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 2",22,6732,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 2",16,3121,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 2",25,3226,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 2",21,7251,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 2",18,5872,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 2",27,7433,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 2",24,6699,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 3",17,9906,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 3",26,6374,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 3",27,6089,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 3",29,9233,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 3",24,6650,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 3",21,6359,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 3",20,6874,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 3",18,7576,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 3",15,6779,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 3",30,7093,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 3",14,7975,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 3",23,7211,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 4",23,5294,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 4",17,8060,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 4",26,3367,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 4",25,11551,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 4",19,5349,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 4",22,22980,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 4",13,3020,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 4",20,13268,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 4",16,6013,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 4",29,5503,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 4",28,36763,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 4",14,9449,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 5",22,16586,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 5",15,8525,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 5",16,12788,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 5",13,18195,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 5",30,5844,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 5",24,12012,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 5",19,14593,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 5",28,12328,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 5",25,9150,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 5",18,4403,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 5",21,5815,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 5",27,11078,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 6",20,16481,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 6",24,10007,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 6",26,11976,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 6",14,24053,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 6",21,11228,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 6",17,12967,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 6",27,10639,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 6",18,8607,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 6",15,3404,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 6",29,13540,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 6",30,8504,-0.5,0.5,0.5,"Unambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 6",23,7595,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 7",13,5577,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 7",22,9483,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
"Non-Native 7",25,10430,0.5,0.5,0.5,"Ambiguous","Non-Native","Preposition_Gap_Filling"
